year,movieid,charactername1,charactername2,charactername3,sex,actorid,adj
1970,35838,Tristana,,,Female,50,vulnerable
1970,56366,Adelaide,,,Female,41779,young
1970,56366,Adelaide,,,Female,41779,fiancee
1970,56366,Adelaide,,,Female,41779,meet
1970,56366,Adelaide,,,Female,41779,nello
1970,17276,Lady Evelyn Bagley,,,Female,40949,mounts
1970,42597,Doris,,,Female,10400,catty
1970,42597,Doris,,,Female,10400,live
1970,56923,Valeria,,,Female,83259,ex-wife
1970,83475,Pasha Stroganova,,,Female,99291,provincial
1970,83475,Pasha Stroganova,,,Female,99291,russian
1970,83475,Pasha Stroganova,,,Female,99291,town
1970,83475,Pasha Stroganova,,,Female,99291,dreams
1970,250696,Antigone,,,Female,10341,young
1970,63859,Witchiepoo,,,Female,112821,evil
1970,212761,Markéta,,,Female,1183267,girl
1970,42596,Kate,,,Female,39762,pretty
1970,42596,Kate,,,Female,39762,fairchild
1970,11657,Corey,,,Male,15135,criminal
1970,11657,Corey,,,Male,15135,french
1970,11657,Jansen,,,Male,2565,alcoholic
1970,11657,Jansen,,,Male,2565,current
1970,11657,Vogel,,,Male,14276,escaped
1970,11657,Vogel,,,Male,14276,murderer
1970,20848,Fyodor Sukhov,,,Male,1119005,soldier
1970,25625,Lady Divine,,,Male,10369,becomes
1970,258,Antoine Doinel,,,Male,1653,everyman
1970,258,Antoine Doinel,,,Male,1653,parisian
1970,28733,Count Yorga,,,Male,82830,intense
1970,40486,Black Demon,,,Male,124002,evil
1970,42358,Captain Ross,,,Male,2091,commander
1970,42358,Captain Ross,,,Male,2091,company
1970,42358,Captain Ross,,,Male,2091,former
1970,42597,Felix,,,Male,18364,owlish
1970,44721,Little Fauss,,,Male,6451,unlikely
1970,46362,Cassavius,,,Male,40,bedridden
1970,56366,Nello,,,Male,3753,adelaide
1970,56366,Nello,,,Male,3753,fiancee
1970,56366,Nello,,,Male,3753,meet
1970,56366,Nello,,,Male,3753,young
1970,56923,Enrico,,,Male,20564,musician
1970,56923,Enrico,,,Male,20564,venetian
1970,64651,Baron,,,Male,21503,evil
1970,64651,Kazuma,,,Male,136879,friend
1970,64651,Kazuma,,,Male,136879,new
1970,71206,Colonel Skimmel,,,Male,80692,austrian
1970,83136,Sartana,,,Male,97684,hero
1970,83136,Sartana,,,Male,97684,legendary
1971,41357,Dorothy,,,Female,26662,married
1971,30855,Sister Hyde,,,Female,9925,beautiful
1971,30855,Sister Hyde,,,Female,9925,psychotic
1971,31472,Mircalla,Carmilla Karnstein,,Female,108087,beautiful
1971,34461,Alice,,,Female,10663,plucky
1971,34461,Alice,,,Female,10663,young
1971,85496,Ellie Masters,,,Female,160762,teen-aged
1971,62978,Rosemonde,,,Female,38341,quixotic
1971,62978,Rosemonde,,,Female,38341,....
1971,29069,Diane LeFanu,,,Female,15954,mysterious
1971,29069,Diane LeFanu,,,Female,15954,vixen
1971,185,Alexander DeLarge,,,Male,56890,young
1971,21242,Valdez,,,Male,13784,bob
1971,21242,Valdez,,,Male,13784,mexican-american
1971,21242,Valdez,,,Male,13784,sheriff
1971,24084,Curly,,,Male,107651,mate
1971,24084,Curly,,,Male,107651,old
1971,252,Willy Wonka,,,Male,3460,candy
1971,252,Willy Wonka,,,Male,3460,eccentric
1971,252,Willy Wonka,,,Male,3460,man
1971,26234,John Christie,,,Male,4786,british
1971,26234,John Christie,,,Male,4786,killer
1971,26234,John Christie,,,Male,4786,serial
1971,29069,Lee Ritter,,,Male,45114,guy
1971,29069,Lee Ritter,,,Male,45114,nice
1971,29069,Lee Ritter,,,Male,45114,sleepy-eyed
1971,30903,Jean,,,Male,44961,former
1971,30903,Jean,,,Male,44961,lover
1971,30903,Jean,,,Male,44961,sadistic
1971,36492,Jonathan,,,Male,514,friends
1971,38654,Philip Calvert,,,Male,4173,agent
1971,38654,Philip Calvert,,,Male,4173,british
1971,40486,Black Demon,,,Male,124002,evil
1971,42514,Roy Hubley,Jesse Kiplinger,Sam Nash,Male,6837,brash
1971,42514,Roy Hubley,Jesse Kiplinger,Sam Nash,Male,6837,film
1971,42514,Roy Hubley,Jesse Kiplinger,Sam Nash,Male,6837,producer
1971,46362,Cassavius,,,Male,40,bedridden
1971,482,John Shaft,,,Male,6487,black
1971,482,John Shaft,,,Male,6487,eye
1971,482,John Shaft,,,Male,6487,private
1971,48211,Nicola Sacco,,,Male,29429,immigrants
1971,48211,Nicola Sacco,,,Male,29429,italian
1971,63512,Rene Marot,,,Male,14503,former
1971,63512,Rene Marot,,,Male,14503,partner
1971,86431,Szindbád,,,Male,56292,seducer
1971,86431,Szindbád,,,Male,56292,serial
1972,10784,Sally Bowles,,,Female,66776,starry-eyed
1972,10784,Sally Bowles,,,Female,66776,singer
1972,10238,Karin,,,Female,8742,suicidal
1972,47251,Vanina Abati,,,Female,32062,old
1972,47251,Vanina Abati,,,Female,32062,student
1972,55106,Jill Tanner,,,Female,18892,kooky
1972,55106,Jill Tanner,,,Female,18892,neighbor
1972,88875,Beatrice,,,Female,109410,middle-aged
1972,88875,Beatrice,,,Female,109410,widow
1972,88875,Beatrice,,,Female,109410,hunsdorfer
1972,88875,Ruth,,,Female,171271,epileptic
1972,88875,Matilda,,,Female,942574,intelligent
1972,88875,Matilda,,,Female,942574,idealistic
1972,40821,Greta,,,Female,10341,lead
1972,34461,Alice,,,Female,10663,plucky
1972,34461,Alice,,,Female,10663,young
1972,59855,Maria Rosa,,,Female,34027,beautiful
1972,58257,Sophie Brzeska,,,Female,38998,polish
1972,58257,Sophie Brzeska,,,Female,38998,writer
1972,10669,Lewis Medlock,,,Male,16475,fanatic
1972,10669,Lewis Medlock,,,Male,16475,outdoor
1972,127475,John Benedict,,,Male,8252,peaceful
1972,127475,John Benedict,,,Male,8252,rancher
1972,156231,Bartolomeo,,,Male,20030,servant
1972,21949,Mr. T,,,Male,88094,elegant
1972,24084,Curly,,,Male,107651,mate
1972,24084,Curly,,,Male,107651,old
1972,3426,David,,,Male,17578,flame
1972,3426,David,,,Male,17578,former
1972,40022,Ugo Piazza,,,Male,3281,ex-con
1972,42487,Mr. Cato,,,Male,40,mysterious
1972,42490,Ben Mockridge,,,Male,119796,young
1972,4702,Leon Trotsky,,,Male,5341,revolutionary
1972,5183,Henry Pulling,,,Male,8224,bank
1972,5183,Henry Pulling,,,Male,8224,clerk
1972,5183,Henry Pulling,,,Male,8224,stuffy
1972,66775,Winston Churchill,,,Male,29540,british
1972,66775,Winston Churchill,,,Male,29540,politician
1972,692,Divine,Babs Johnson,,Male,10369,figure
1972,692,Divine,Babs Johnson,,Male,10369,underground
1972,71138,Sugimi,,,Male,236090,crooked
1972,71138,Sugimi,,,Male,236090,detective
1972,74325,Luca,,,Male,18966,boyfriend
1972,74325,Luca,,,Male,18966,psychiatrist
1973,22307,Grace Collier,,,Female,41258,inquisitive
1973,22307,Grace Collier,,,Female,41258,journalist
1973,55689,Valentina Rosselli,,,Female,39236,youthful
1973,55689,Valentina Rosselli,,,Female,39236,fashion
1973,55689,Valentina Rosselli,,,Female,39236,photographer
1973,107287,Ana,,,Female,400,young
1973,107287,Ana,,,Female,400,traveled
1973,154297,Nel Rawlison,,,Female,1134962,old
1973,272045,Zelha,,,Female,228611,older
1973,272045,Zelha,,,Female,228611,sister
1973,74948,Hermine,,,Female,24590,mysterious
1973,74948,Maria,,,Female,33863,whimsical
1973,11577,Billy the Kid,,,Male,10823,friend
1973,11577,Billy the Kid,,,Male,10823,old
1973,145481,Sancho Panza,,,Male,29518,squire
1973,145481,Sancho Panza,,,Male,29518,unusual
1973,154297,Stas Tarkowski,,,Male,1134961,boy
1973,154297,Stas Tarkowski,,,Male,1134961,old
1973,154297,Stas Tarkowski,,,Male,1134961,polish
1973,22307,Joseph Larch,,,Male,1466,investigator
1973,22307,Joseph Larch,,,Male,1466,private
1973,26329,Sidney Fiddler,,,Male,40952,councillor
1973,26329,Sidney Fiddler,,,Male,40952,local
1973,3043,Otto,,,Male,29917,assistant
1973,3043,Otto,,,Male,29917,depraved
1973,42473,Huckleberry Finn,,,Male,53088,pal
1973,48693,Alexandre,,,Male,1653,young
1973,52980,Katsutoshi Otomo,,,Male,2537,dog
1973,52980,Katsutoshi Otomo,,,Male,2537,mad
1973,74817,Gaston Dominici,,,Male,11544,old
1973,92389,Eddie Ryan,,,Male,3087,detective
1973,92389,Eddie Ryan,,,Male,3087,irish
1973,92389,Eddie Ryan,,,Male,3087,tough
1973,97519,Richard Conway,,,Male,29903,diplomat
1973,97519,Richard Conway,,,Male,29903,world-weary
1974,682,Mary Goodnight,,,Female,10341,swimsuit-clad
1974,27932,Nancy Pryor,,,Female,8963,stewardess
1974,10311,Martha,,,Female,20017,lonely
1974,10311,Martha,,,Female,20017,librarian
1974,10311,Martha,,,Female,20017,marries
1974,74948,Hermine,,,Female,24590,mysterious
1974,74948,Maria,,,Female,33863,whimsical
1974,19017,Larry,,,Male,8949,down-on-their-luck
1974,19017,Larry,,,Male,8949,racers
1974,216,Ali,,,Male,2727,mechanic
1974,216,Ali,,,Male,2727,middle-aged
1974,216879,Capulina,,,Male,556525,comedian
1974,216879,Capulina,,,Male,556525,overweight
1974,2204,Philip Winter,,,Male,5266,german
1974,2204,Philip Winter,,,Male,5266,journalist
1974,27094,Lenny Bruce,,,Male,4483,comic
1974,32044,Charlie Waters,,,Male,827,guy
1974,32044,Charlie Waters,,,Male,827,rooms
1974,32044,Charlie Waters,,,Male,827,single
1974,32940,Harry Benson,,,Male,18364,brilliant
1974,32940,Harry Benson,,,Male,18364,computer
1974,32940,Harry Benson,,,Male,18364,scientist
1974,3479,Jeff Marle,,,Male,32042,neighbour
1974,40218,Tom Newcliffe,,,Male,2067,big
1974,40218,Tom Newcliffe,,,Male,2067,game
1974,40218,Tom Newcliffe,,,Male,2067,hunter
1974,40812,Takuma Tsurugi,,,Male,2537,artist
1974,40812,Takuma Tsurugi,,,Male,2537,martial
1974,4176,Hercule Poirot,,,Male,3926,detective
1974,42454,Vincent,,,Male,2565,charming
1974,54236,Luis,,,Male,231170,middle-aged
1974,54236,Luis,,,Male,231170,single
1974,54236,Luis,,,Male,231170,travels
1974,592,Stan,,,Male,3096,associate
1974,592,Stan,,,Male,3096,manage
1974,62761,Arthur Waldo,,,Male,18359,drifter
1974,62761,Arthur Waldo,,,Male,18359,unemployed
1974,62761,Arthur Waldo,,,Male,18359,unstable
1974,682,James Bond,,,Male,10222,operative
1974,682,James Bond,,,Male,10222,searches
1975,11686,Sonja,,,Female,3092,beautiful
1975,11686,Sonja,,,Female,3092,cousin
1975,1829,Adèle Hugo,,,Female,6553,renowned
1975,1829,Adèle Hugo,,,Female,6553,french
1975,1829,Adèle Hugo,,,Female,6553,writer
1975,1829,Adèle Hugo,,,Female,6553,victor
1975,4561,O,,,Female,10476,beautiful
1975,18710,Iris Crawford,,,Female,22553,principled
1975,39282,Fanny Brice,,,Female,10400,famous
1975,39282,Fanny Brice,,,Female,10400,singer
1975,80067,Marisa,,,Female,588741,mysterious
1975,80067,Marisa,,,Female,588741,meet
1975,80067,Marisa,,,Female,588741,secret
1975,129467,Frida,,,Female,3854,short
1975,104498,Leonor,,,Female,11916,first
1975,104498,Leonor,,,Female,11916,wife
1975,91873,Anna,,,Female,227855,female
1975,91873,Anna,,,Female,227855,waiter
1975,14821,Aristotle Bolt,,,Male,7124,evil
1975,14821,Aristotle Bolt,,,Male,7124,millionaire
1975,14821,Lucas Deranian,,,Male,9221,poses
1975,1835,Philip Marlowe,,,Male,10158,eye
1975,1835,Philip Marlowe,,,Male,10158,private
1975,208561,Isambard Kingdom Brunel,,,Male,29859,british
1975,208561,Isambard Kingdom Brunel,,,Male,29859,engineer
1975,20899,Buratino,Буратино,,Male,86759,boy
1975,20899,Buratino,Буратино,,Male,86759,wooden
1975,20899,Karabas-Barabas,Карабас Барабас,,Male,86695,evil
1975,31654,Dexter Riley,,,Male,6856,major
1975,32042,Harry Moseby,,,Male,193,football
1975,32042,Harry Moseby,,,Male,193,former
1975,32042,Harry Moseby,,,Male,193,player
1975,3479,Jeff Marle,,,Male,32042,neighbour
1975,39282,Nicky Arnstein,,,Male,5004,first
1975,39282,Nicky Arnstein,,,Male,5004,husband
1975,42261,John Brown,,,Male,10224,owner
1975,42261,John Brown,,,Male,10224,ranch
1975,42261,John Brown,,,Male,10224,wealthy
1975,44697,Pike,,,Male,4774,man
1975,44697,Pike,,,Male,4774,right-hand
1975,44864,Papageno,,,Male,131570,bird
1975,44864,Papageno,,,Male,131570,hunter
1975,44864,Papageno,,,Male,131570,lovelorn
1975,4917,Vic,,,Male,25129,18-year
1975,4917,Vic,,,Male,25129,old
1975,50438,Carlo,,,Male,33807,lover
1975,50438,Carlo,,,Male,33807,sadistic
1975,54873,Chuck,,,Male,1109826,dude
1975,54873,Chuck,,,Male,1109826,groovy
1975,54873,Chuck,,,Male,1109826,hippie
1975,5725,Harry Sledge,,,Male,16119,cop
1975,5725,Harry Sledge,,,Male,16119,psycho
1975,67298,Franz Liszt,,,Male,47096,attempts
1975,67298,Franz Liszt,,,Male,47096,pianist
1975,67298,Richard Wagner,,,Male,122884,composer
1975,67298,Richard Wagner,,,Male,122884,fellow
1975,7008,Jim Keogh,,,Male,3895,british
1975,7008,Jim Keogh,,,Male,3895,engineer
1975,80067,Paolo Germi,,,Male,99194,detective
1975,8043,Deakin,,,Male,4960,john
1975,8043,Deakin,,,Male,4960,mysterious
1975,87774,Roy,,,Male,86138,old
1975,87774,Roy,,,Male,86138,pal
1976,19971,Rynn Jacobs,,,Female,1038,withdrawn
1976,19971,Rynn Jacobs,,,Female,1038,13-year-old
1976,5228,Mary Tate Farnsworth,,,Female,35,gym
1976,5228,Mary Tate Farnsworth,,,Female,35,worker
1976,4580,Johnny,,,Female,15200,petite
1976,4580,Johnny,,,Female,15200,waitress
1976,4580,Johnny,,,Female,15200,works
1976,16176,Cinderella,,,Female,93327,young
1976,6476,Amanda Starbuck,,,Female,15753,beautiful
1976,6476,Amanda Starbuck,,,Female,15753,widow
1976,27200,Irene Adler,,,Female,44079,actress
1976,104364,Leo Harrigan,,,Male,31070,bashful
1976,10834,Bruno Winter,,,Male,5266,itinerant
1976,10834,Bruno Winter,,,Male,5266,projection-equipment
1976,10834,Bruno Winter,,,Male,5266,repairman
1976,114652,Morland,,,Male,2565,émile
1976,114652,Morland,,,Male,2565,talks
1976,12584,Dr. Hostetler,,,Male,854,friend
1976,12584,Dr. Hostetler,,,Male,854,old
1976,17200,Charles Manson,,,Male,52023,pseudo-hippie
1976,17200,Charles Manson,,,Male,52023,psychotic
1976,19610,John Norman Howard,,,Male,10823,has-been
1976,19610,John Norman Howard,,,Male,10823,rock
1976,19610,John Norman Howard,,,Male,10823,star
1976,21882,Bama McCall,,,Male,67764,crime
1976,21882,Bama McCall,,,Male,67764,local
1976,21882,Bama McCall,,,Male,67764,lord
1976,313015,Zeki,,,Male,109138,friend
1976,38362,Philip Bang,,,Male,5401,former
1976,38362,Philip Bang,,,Male,5401,lover
1976,52914,Mr. Douglas,,,Male,5255,wealthy
1976,60269,Daniel Morgan,,,Male,2778,irish
1976,60269,Daniel Morgan,,,Male,2778,outlaw
1976,63848,Carmine Vespucci,,,Male,26042,deathbed
1976,6609,Keoma,,,Male,22383,half-breed
1976,6609,Keoma,,,Male,22383,returns
1976,72277,David Burton,,,Male,28906,australian
1976,72277,David Burton,,,Male,28906,lawyer
1976,761,Charles Duchemin,,,Male,11187,famous
1977,11586,Regan MacNeil,,,Female,37366,plague
1977,42222,Lillian Hellman,,,Female,6352,playwright
1977,63318,Suzanne,,,Female,20796,pauline
1977,63318,Suzanne,,,Female,20796,loans
1977,63318,Suzanne,,,Female,20796,money
1977,42217,Lillian,,,Female,25282,enigmatic
1977,42217,Lillian,,,Female,25282,morelli
1977,46853,Laura,,,Female,32915,innocent
1977,28325,Emanuelle,,,Female,41127,famous
1977,28325,Emanuelle,,,Female,41127,undercover
1977,28325,Emanuelle,,,Female,41127,journalist
1977,28325,Emanuelle,,,Female,41127,teams
1977,34743,Emmannuelle Prevert,,,Female,115705,beautiful
1977,34743,Emmannuelle Prevert,,,Female,115705,sex-starved
1977,3541,Giuliana Caroli,,,Female,29395,hapless
1977,3541,Giuliana Caroli,,,Female,29395,lass
1977,11834,Dennis Cooper,,,Male,383,young
1977,1362,Smaug,,,Male,16420,dragon
1977,1362,Smaug,,,Male,16420,evil
1977,21948,Johnny Vohden,,,Male,2176,friend
1977,21948,Johnny Vohden,,,Male,2176,loyal
1977,23312,Leroy Jones,Rufus Jones,Rev. Lenox Thoma,Male,9309,father
1977,23312,Leroy Jones,Rufus Jones,Rev. Lenox Thoma,Male,9309,old
1977,27591,Ben McBride,,,Male,30560,major
1977,3541,Nanni Vitali,,,Male,32058,killer
1977,3541,Nanni Vitali,,,Male,32058,no-count
1977,3541,Nanni Vitali,,,Male,32058,sadistic
1977,4199,Louis XIV,Philippe,,Male,28906,brother
1977,4199,Louis XIV,Philippe,,Male,28906,identical
1977,4199,Louis XIV,Philippe,,Male,28906,twin
1977,45579,Adolph Zitz,,,Male,6844,frustrated
1977,45579,Adolph Zitz,,,Male,6844,mogul
1977,45579,Adolph Zitz,,,Male,6844,movie
1977,45579,Adolph Zitz,,,Male,6844,studio
1977,47914,Crazy Horse,Worm,,Male,68301,young
1977,61642,Prince di Siracusa,,,Male,10508,associate
1977,69517,Xavier Maréchal,,,Male,15135,friend
1977,69517,Xavier Maréchal,,,Male,15135,old
1977,703,Alvy Singer,,,Male,1243,comedian
1977,72277,David Burton,,,Male,28906,australian
1977,72277,David Burton,,,Male,28906,lawyer
1977,74871,Jacques,,,Male,25180,enlists
1977,74871,Jacques,,,Male,25180,pierre
1977,74871,Pierre,,,Male,20795,enlists
1977,74871,Pierre,,,Male,20795,jacques
1977,82299,Friedrich Nietzsche,,,Male,38127,german
1977,82299,Friedrich Nietzsche,,,Male,38127,philosopher
1978,10580,Nili,,,Female,65652,beautiful
1978,34743,Emmannuelle Prevert,,,Female,115705,beautiful
1978,34743,Emmannuelle Prevert,,,Female,115705,sex-starved
1978,16241,Ezra Lieberman,,,Male,3359,hunter
1978,16241,Ezra Lieberman,,,Male,3359,nazi
1978,1815,Philip Marlowe,,,Male,10158,eye
1978,1815,Philip Marlowe,,,Male,10158,private
1978,1924,Lex Luthor,,,Male,193,nefarious
1978,1924,Superman,Clark Kent,,Male,20006,mild-mannered
1978,2186,Bruce,,,Male,11357,campbell
1978,2186,Bruce,,,Male,11357,young
1978,23739,Cord,,,Male,90539,arts
1978,23739,Cord,,,Male,90539,fighter
1978,23739,Cord,,,Male,90539,martial
1978,23739,Cord,,,Male,90539,young
1978,27211,Feyzo,,,Male,97272,poor
1978,27211,Feyzo,,,Male,97272,villager
1978,42213,Moses Wine,,,Male,3037,detective
1978,42213,Moses Wine,,,Male,3037,private
1978,4479,Javert,,,Male,7301,cruel
1978,4479,Javert,,,Male,7301,policeman
1978,49583,Dominique Auphal,51,,Male,25116,diplomat
1978,49583,Dominique Auphal,51,,Male,25116,french
1978,71298,Sikandar,,,Male,35780,young
1978,71298,Sikandar,,,Male,35780,young
1978,77128,Father Goddard,,,Male,5341,disciplinarian
1978,77128,Father Goddard,,,Male,5341,rules
1979,988,Kimberly Wells,,,Female,6352,opportunistic
1979,988,Kimberly Wells,,,Female,6352,reporter
1979,16323,Mary Rose Foster,,,Female,73931,rock-and-roll
1979,16323,Mary Rose Foster,,,Female,73931,singer
1979,3786,Col. Wilma Deering,,,Female,33850,squadron
1979,3786,Col. Wilma Deering,,,Female,33850,leader
1979,37923,Ellie Fabian,,,Female,10558,pretty
1979,37923,Ellie Fabian,,,Female,10558,young
1979,37923,Ellie Fabian,,,Female,10558,college
1979,37923,Ellie Fabian,,,Female,10558,student
1979,21666,Helen,,,Female,13333,aristocratic
1979,47906,Karen Traynor,,,Female,5064,pretty
1979,47906,Karen Traynor,,,Female,5064,southern
1979,47906,Karen Traynor,,,Female,5064,researcher
1979,13305,Michael,,,Male,55729,brothers
1979,13305,Michael,,,Male,55729,princely
1979,13570,Mr. Slausen,,,Male,27747,mysterious
1979,1367,Apollo Creed,,,Male,1101,champ
1979,163907,Cactus Jack,,,Male,2090,notorious
1979,163907,Cactus Jack,,,Male,2090,outlaw
1979,197481,Captain America,Steve Rogers,,Male,61144,aka
1979,20283,Cyril,,,Male,11511,comical
1979,20283,Mike,,,Male,6065,good-hearted
1979,20283,Mike,,,Male,6065,spiteful
1979,20283,Moocher,,,Male,17183,short-tempered
1979,21666,John,,,Male,21416,married
1979,37598,Butch Cassidy,,,Male,13022,alias
1979,37923,Harry Hannan,,,Male,6355,agent
1979,37923,Harry Hannan,,,Male,6355,secret
1979,38082,Joe Bomposa,,,Male,522,gangster
1979,38082,Joe Bomposa,,,Male,522,notorious
1979,42573,Dr. Jekyll,Mr Hyde,,Male,27433,murderous
1979,46460,Beaudray Demerille,,,Male,8949,middle-aged
1979,46460,Beaudray Demerille,,,Male,8949,vagabond
1979,47906,Joe Tynan,,,Male,21278,liberal
1979,47906,Joe Tynan,,,Male,21278,senator
1979,57355,Crazy Legs,,,Male,7077,cat
1979,57355,Crazy Legs,,,Male,7077,stray
1979,63113,François,,,Male,68361,misfit
1979,63113,François,,,Male,68361,old
1979,63113,François,,,Male,68361,twenty-year
1979,6404,Count Dracula,,,Male,14277,mysterious
1979,65596,Sir Mordred,,,Male,40945,evil
1979,65596,Sir Mordred,,,Male,40945,knight
1979,69567,Black Jack,,,Male,36914,frenchman
1979,69567,Black Jack,,,Male,36914,huge
1979,698,Hugo Drax,,,Male,2369,mysterious
1979,698,James Bond,,,Male,10222,agent
1979,698,James Bond,,,Male,10222,secret
1980,1891,Princess Leia,,,Female,4,rebel
1980,1891,Princess Leia,,,Female,4,leader
1980,24825,Justine,,,Female,92680,beautiful
1980,42167,Salomé,,,Female,974664,erotic
1980,42167,Salomé,,,Female,974664,dances
1980,38147,Tracy Richards,,,Female,119777,11-year-old
1980,158823,Mirandolina,,,Female,29544,innkeeper
1980,40084,Agrippina,,,Female,102104,sister
1980,40084,Messalina,,,Female,555524,naughty
1980,40084,Messalina,,,Female,555524,old
1980,11563,Lung,,,Male,18897,arts
1980,11563,Lung,,,Male,18897,martial
1980,11563,Lung,,,Male,18897,master
1980,11563,Lung,,,Male,18897,youthful
1980,12541,Alexandre Dupré,,,Male,3829,artist
1980,12541,Alexandre Dupré,,,Male,3829,con
1980,12541,Alexandre Dupré,,,Male,3829,international
1980,1578,Jake LaMotta,,,Male,380,boxer
1980,16026,Ole Bramserud,,,Male,79057,stig-helmer
1980,1891,Han Solo,,,Male,3,cocky
1980,19664,Col. Lewis Pugh,,,Male,8487,british
1980,19664,Col. Lewis Pugh,,,Male,8487,intelligence
1980,19664,Col. Lewis Pugh,,,Male,8487,officers
1980,19761,Captain Benson,,,Male,1037,disturbed
1980,19761,Captain Benson,,,Male,1037,psychotic
1980,19761,Captain James,,,Male,178411,benson
1980,19761,Captain James,,,Male,178411,psychotic
1980,27958,Steve Burns,,,Male,1158,officer
1980,27958,Steve Burns,,,Male,1158,police
1980,27958,Steve Burns,,,Male,1158,young
1980,32030,Miles Kendig,,,Male,6837,operative
1980,38527,Felice,,,Male,55912,è
1980,38527,Felice,,,Male,55912,bar
1980,38527,Felice,,,Male,55912,di
1980,38527,Felice,,,Male,55912,ed
1980,38527,Felice,,,Male,55912,la
1980,38527,Felice,,,Male,55912,sorella
1980,38527,Felice,,,Male,55912,un
1980,38772,Melvin Dummar,,,Male,12406,hard-luck
1980,39415,Loulou,,,Male,16927,bad
1980,39415,Loulou,,,Male,16927,boy
1980,39415,Loulou,,,Male,16927,leather-clad
1980,42148,Pixote,,,Male,933623,10-year-old
1980,49069,Mr. Boogalow,,,Male,39036,all-powerful
1980,49069,Mr. Boogalow,,,Male,39036,malicious
1980,49069,Mr. Boogalow,,,Male,39036,mogul
1980,75552,Heavy Eagle,,,Male,41274,abusive
1980,75552,Heavy Eagle,,,Male,41274,husband
1980,79785,Doc Wheelan,,,Male,85895,geriatric
1980,79785,Doc Wheelan,,,Male,85895,monster
1981,9589,Christiane,,,Female,58105,old
1981,13386,Marta,,,Female,251350,padre
1981,13386,Marta,,,Female,251350,al
1981,13386,Marta,,,Female,251350,figlio
1981,13386,Marta,,,Female,251350,che
1981,13386,Marta,,,Female,251350,aspetta
1981,10323,Andromeda,,,Female,26256,beautiful
1981,10323,Andromeda,,,Female,26256,princess
1981,15660,Joan Crawford,,,Female,6450,lonely
1981,15660,Joan Crawford,,,Female,6450,star
1981,19379,Natalia,,,Female,10938,beautiful
1981,40084,Agrippina,,,Female,102104,sister
1981,40084,Messalina,,,Female,555524,naughty
1981,40084,Messalina,,,Female,555524,old
1981,140413,Cheryl Gibbons,,,Female,10400,suburban
1981,140413,Cheryl Gibbons,,,Female,10400,housewife
1981,11281,Dr. Sam Loomis,,,Male,9221,former
1981,11281,Dr. Sam Loomis,,,Male,9221,psychiatrist
1981,12537,Charles Henry Smithson,Mike,,Male,16940,opposite
1981,15537,Egon Olsen,,,Male,47151,criminal
1981,15537,Egon Olsen,,,Male,47151,genius
1981,18254,John Reed,,,Male,6449,american
1981,18254,John Reed,,,Male,6449,journalist
1981,18254,John Reed,,,Male,6449,legendary
1981,19379,Krokov,,,Male,936,evil
1981,31361,Joe Braxton,,,Male,9309,ex-con
1981,35453,Franklyn Hart,,,Male,18589,car
1981,35453,Franklyn Hart,,,Male,18589,driver
1981,35453,Franklyn Hart,,,Male,18589,former
1981,35453,Franklyn Hart,,,Male,18589,race
1981,37775,Pasquale Ametrano,Furio Zoccano,Mimmo,Male,89193,young
1981,38527,Felice,,,Male,55912,è
1981,38527,Felice,,,Male,55912,bar
1981,38527,Felice,,,Male,55912,di
1981,38527,Felice,,,Male,55912,ed
1981,38527,Felice,,,Male,55912,la
1981,38527,Felice,,,Male,55912,sorella
1981,38527,Felice,,,Male,55912,un
1981,38665,The Lone Ranger,John Reid,,Male,2758227,texas
1981,38665,The Lone Ranger,John Reid,,Male,2758227,young
1981,42145,Mickey,,,Male,16927,dangerous
1981,46445,Buddy,,,Male,18841,small
1981,46445,Buddy,,,Male,18841,town
1981,46522,Cutter,,,Male,5695,bell-bottomed
1981,46522,Cutter,,,Male,5695,biker
1981,46522,Cutter,,,Male,5695,leader
1981,47038,Jamie Benjamin,,,Male,217313,year-old
1981,48773,Chin Ku,,,Male,68677,friend
1981,48773,Chin Ku,,,Male,68677,last
1981,48773,Chin Ku,,,Male,68677,place
1981,77467,Hokusai,,,Male,95345,artist
1981,77467,Hokusai,,,Male,95345,woodblock
1981,77467,Hokusai,,,Male,95345,world-famous
1982,15739,Miss Hannigan,,,Female,14837,mean
1982,9699,Marie Jouvet,,,Female,34901,famous
1982,9699,Marie Jouvet,,,Female,34901,french
1982,9699,Marie Jouvet,,,Female,34901,tv
1982,9699,Marie Jouvet,,,Female,34901,reporter
1982,41291,Frannie,,,Female,8437,lustful
1982,41291,Frannie,,,Female,8437,dreamy
1982,2262,Dr. Marianne Katz,,,Female,23344,corrupt
1982,2861,Clarisse,,,Female,28626,friend
1982,54121,Kay,,,Female,3015592,surreal
1982,54121,Kay,,,Female,3015592,artist
1982,54121,Kay,,,Female,3015592,sister
1982,54121,Brooke,,,Female,60888,sister-in-law
1982,27380,Major Zara,,,Female,1757,beautiful
1982,24129,Anna,,,Female,105100,disabled
1982,23615,Marguerite St. Just,,,Female,10223,beautiful
1982,23615,Marguerite St. Just,,,Female,10223,actress
1982,11541,Guy Hamilton,,,Male,2461,australian
1982,11541,Guy Hamilton,,,Male,2461,journalist
1982,1371,Apollo Creed,,,Male,1101,bitter
1982,1371,Apollo Creed,,,Male,1101,former
1982,1371,Apollo Creed,,,Male,1101,rival
